id,category,title,severity,code,field,detail
sa8,salads,סלט כרוב מרוקאי,medium,short_step,steps[1],"שלב 1 קצר מאוד (15 תווים): ""מגררים כרוב דק."""
v6,veg,כרוב מבושל מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מוסיפים כרוב ומים."""
d1,des,מופלטה מסורתית,medium,vague_quantity,ingr[6],"כמות מעורפלת: ""לפי הצורך"" (עבור ""שמן — לעבודה"")"
sx1,soups,מרק חומוס מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים חומוס ומים."""
mx7,meat,תבשיל בשר עם חומוס,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
cx4,chick,עוף עם קישואים,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים קישואים."""
hx1,hol,סלטים חגיגיים מרוקאיים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מכינים סלט גזר."""
sn3,soups,מרק אפונה יבשה,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
sn5,soups,מרק בטטה וג׳ינג׳ר,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מטגנים בצל עד שקוף."""
sn5,soups,מרק בטטה וג׳ינג׳ר,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מוסיפים בטטה ומים."""
sn6,soups,ברקוקס — מרק גריסי פנינה,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 45 דקות."""
sn7,soups,מרק סלק מרוקאי,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
sn9,soups,חרירה צמחונית,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""מבשלים 5 דקות."""
sn10,soups,מרק עדשים ירוקות,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מוסיפים עדשים ומים."""
sn11,soups,מרק שומר ולימון מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מוסיפים שום וכמון."""
san2,salads,סלט כרובית מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
san6,salads,סלט ארטישוק מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
san8,salads,סלט פול ירוק קר עם כמון,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מצננים לגמרי."""
san15,salads,סלט תרד קר עם שומשום,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מצננים לגמרי."""
san16,salads,סלט ברוקולי מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
san17,salads,סלט כוסברה ולימון,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""קוצצים כוסברה גס."""
hn1,hol,טאג׳ין עוף עם ארטישוק ולימון,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 30 דקות."""
hn3,hol,טאג׳ין כבש עם ירקות שורש,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
hn5,hol,טאג׳ין עוף עם לימון כבוש וזעפרן,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
hn5,hol,טאג׳ין עוף עם לימון כבוש וזעפרן,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
hn6,hol,טאג׳ין בקר עם דלעת,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
hn6,hol,טאג׳ין בקר עם דלעת,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
hn7,hol,טאג׳ין כבש עם חומוס ומשמשים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
hn8,hol,טאג׳ין ירקות צמחוני,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
fn1,fish,דג ברוטב חרמולה ירוקה,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מניחים דג ברוטב."""
mn5,meat,קציצות כבש ברוטב עגבניות,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""יוצרים קציצות."""
mn8,meat,בשר עם פול ירוק מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
dn2,des,קעב אל-ע׳זאל — קרני עזים,medium,vague_quantity,ingr[5],"כמות מעורפלת: ""לפי הצורך"" (עבור ""מים"")"
spn1,span,אדאפינה — חמין יהודי-ספרדי,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""מביאים לרתיחה."""
sau2,span,לימון כבוש ביתי,medium,vague_quantity,ingr[3],"כמות מעורפלת: ""לפי הצורך"" (עבור ""מיץ לימון — לכיסוי"")"
sane1,salads,סלט חצילים עם חינה,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מועכים בידיים גס."""
sane2,salads,סלט פול לוביא,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
sane4,salads,סלט גמבה,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מטגנים בצל עד שקוף."""
vne8,veg,גרגרי חיטה עם ירקות,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
cne2,chick,עוף עם זיתים שחורים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
cne3,chick,עוף עם ג׳ינג׳ר ולימון,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
mne1,meat,בשר עם תאנים,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
mne1,meat,בשר עם תאנים,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
mne2,meat,בשר עם אגסים וזעפרן,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
mne3,meat,ראס אל-חנות עם שום שלם,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
mne4,meat,מחמר בשר — בשר אדום מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מחממים תנור 200°."""
hne1,hol,טאג׳ין תרנגול הודי עם ירקות,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 80 דקות."""
hne3,hol,מחנצ׳ה — ספירלת עוף,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""מערבבים מילוי."""
dne2,des,עוגת שקדים תפוזים,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים אבקת אפייה."""
dne4,des,ריבת תאנים ואגוזים,medium,short_step,steps[4],"שלב 4 קצר מאוד (16 תווים): ""מעבירים לצנצנות."""
spne2,span,פוחרו — שעועית פאבה ספרדית,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
spne2,span,פוחרו — שעועית פאבה ספרדית,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מוסיפים כוסברה."""
spne3,span,גסטרו — קדירת בשר ספרדית,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים מים נוספים."""
spne3,span,גסטרו — קדירת בשר ספרדית,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
spne4,span,ח׳וביה — מרבה ירקות ספרדי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
var1,soups,חרירה עם ורמיצ׳לי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 45 דקות."""
var3,fish,דג חריף עם אורז,medium,short_step,steps[6],"שלב 6 קצר מאוד (14 תווים): ""מפזרים כוסברה."""
var4,chick,עוף עם כרוב ולימון כבוש,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
var5,meat,קציצות בשר עם תרד,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""יוצרים קציצות."""
var6,veg,שעועית ירוקה עם עגבניות ולימון,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים שום."""
rare1,meat,שינה — כבש מבושל עם תמרים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 65 דקות."""
rare3,soups,אמרגן — מרק שעורה מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (12 תווים): ""מוסיפים מים."""
rare3,soups,אמרגן — מרק שעורה מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
rare5,salads,זחלוק — סלט כרובית חריף,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
rare7,hol,טאג׳ין חמאם — יונה מרוקאית,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
rare7,hol,טאג׳ין חמאם — יונה מרוקאית,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
rare11,soups,מרק מנה ירוקה,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
rare11,soups,מרק מנה ירוקה,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
rare12,hol,ת׳ריד — לחם ברוטב,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 45 דקות."""
se2,soups,מרק תרד ועדשים,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
se2,soups,מרק תרד ועדשים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 20 דקות."""
se3,soups,מרק כרוב ותפוח אדמה,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
se3,soups,מרק כרוב ותפוח אדמה,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
se3,soups,מרק כרוב ותפוח אדמה,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 28 דקות."""
se5,soups,מרק טלה ועדשים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
se6,soups,מרק דלעת ואגוז,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
se6,soups,מרק דלעת ואגוז,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
se7,soups,מרק עוף ופרגיות,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""שמים הכל בסיר."""
se8,soups,מרק חומוס ותרד,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים שום."""
se8,soups,מרק חומוס ותרד,medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מוסיפים עגבניות."""
se8,soups,מרק חומוס ותרד,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים חומוס ומים."""
se9,soups,מרק בצל מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מוסיפים כמון ומרק."""
se10,soups,מרק עגבניות ואורז קר,medium,short_step,steps[4],"שלב 4 קצר מאוד (18 תווים): ""מקררים. מגישים קר."""
sle1,salads,סלט כרובית חריפה,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""מבשלים כרובית."""
sle1,salads,סלט כרובית חריפה,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מסננים ומצננים."""
sle2,salads,סלט גזר ומיץ תפוז,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מגררים גזר."""
sle3,salads,סלט ברוקולי ושום קונפי,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מבשלים ברוקולי."""
ve1,veg,כרוב אדום מבושל,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מטגנים כרוב 5 דקות."""
ve3,veg,חציל עם עגבנייה וביצה,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""מבשלים 7 דקות."""
fe1,fish,דג ים בתנור עם לימון,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""אופים 25 דקות."""
fe2,fish,טונה עם עגבניות מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מניחים סטייקי טונה."""
me1,meat,בשר עם תפוחי אדמה ופלפלים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
me2,meat,כבש עם פלפלים מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
me4,meat,בשר עם שעועית לבנה,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
me5,meat,בשר ממולא בבצק,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מכינים מילוי."""
ce1,chick,עוף עם בטטה ודבש,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
ce1,chick,עוף עם בטטה ודבש,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
ce2,chick,עוף עם פיסטוק,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 45 דקות."""
ce3,chick,עוף עם תרד ועגבניות,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
ce3,chick,עוף עם תרד ועגבניות,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 38 דקות."""
ce4,chick,עוף עם ליצ׳י ותבלינים,medium,short_step,steps[1],"שלב 1 קצר מאוד (18 תווים): ""צורבים עוף עם בצל."""
ce4,chick,עוף עם ליצ׳י ותבלינים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
hle5,hol,עוגיות גבינה לשבועות,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""אופים 20 דקות."""
dle1,des,עוגת שוקולד ושקדים,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""אופים 35 דקות."""
dle3,des,עוגיות אניס ושומשום,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 170°."""
dle3,des,עוגיות אניס ושומשום,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""אופים 18 דקות."""
dle4,des,ריבת שזיפים,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מעבירים לצנצנות."""
dle5,des,ריבת קאקי,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""שמים הכל בסיר."""
spe3,span,קלדו — ציר עוף ספרדי,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מסננים. שומרים."""
rer1,soups,טפינה — מרק שעורה ועדשים,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים בצל."""
rer1,soups,טפינה — מרק שעורה ועדשים,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
rer1,soups,טפינה — מרק שעורה ועדשים,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 70 דקות."""
rer2,salads,שאקשוקה מרוקאית,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מטגנים שום ופלפלים."""
rer4,meat,שיפוד כבש מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מגלגלים על שיפוד."""
rer5,chick,עוף ים טעים,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
rer6,hol,ח׳ובז — לחם תנור בגחלים,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""תפיחה 40 דקות."""
sf1,soups,מרק לוף ומנגולד,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
sf1,soups,מרק לוף ומנגולד,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מוסיפים מים וכמון."""
sf3,soups,מרק בצל ועגבנייה,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מטגנים בצל עד זהוב."""
sf3,soups,מרק בצל ועגבנייה,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
sf3,soups,מרק בצל ועגבנייה,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 15 דקות."""
sf5,soups,מרק חמוצים מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מוסיפים שום וכמון."""
sf5,soups,מרק חמוצים מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 10 דקות."""
sf6,soups,מרק פסטה מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""מביאים לרתיחה."""
sf6,soups,מרק פסטה מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
sf7,soups,מרק ים עם סרטנים,medium,short_step,steps[2],"שלב 2 קצר מאוד (12 תווים): ""מוסיפים מים."""
sf8,soups,מרק ירק שורש מרוקאי,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
sf8,soups,מרק ירק שורש מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
sf8,soups,מרק ירק שורש מרוקאי,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
sf9,soups,מרק חלב ושקדים,medium,short_step,steps[4],"שלב 4 קצר מאוד (18 תווים): ""מקררים. מגישים קר."""
sf10,soups,מרק קוסקוסית,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מחממים ציר."""
sf10,soups,מרק קוסקוסית,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מוסיפים עשבים ושמן."""
sf10,soups,מרק קוסקוסית,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מגישים עם לחמון."""
slf1,salads,סלט קוסקוס קר,medium,short_step,steps[2],"שלב 2 קצר מאוד (7 תווים): ""מצננים."""
slf5,salads,סלט חומוס עם טחינה,medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מזליפים שמן זית."""
vef1,veg,רטטוי מרוקאי,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
vef1,veg,רטטוי מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים שאר הירקות."""
vef2,veg,כרוב עם שמן זית ולימון,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""מוסיפים לימון."""
vef3,veg,פול עם עגבניות,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים שום."""
vef3,veg,פול עם עגבניות,medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מוסיפים פול ומים."""
vef4,veg,שעועית לבנה עם שמן וצלפים,medium,few_steps,steps,רק 1 שלבים (מומלץ לפחות 2)
vef6,veg,גבינה לבנה עם שמן ועשבים,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מניחים גבינה בצלחת."""
vef8,veg,גזר עם שמן אגוז,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מבשלים גזר. מסננים."""
fif1,fish,דג עם עגבניות קלויות,medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מניחים דג על הרוטב."""
fif1,fish,דג עם עגבניות קלויות,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""אופים 15 דקות."""
mef1,meat,כבש עם חרוב,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
mef2,meat,כבש עם צנוברים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
mef5,meat,בשר עם כרישה,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
chf1,chick,עוף עם עגבניות מיובשות,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
chf1,chick,עוף עם עגבניות מיובשות,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מוסיפים כוס מים."""
chf2,chick,עוף עם ריבת תפוזים,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
chf2,chick,עוף עם ריבת תפוזים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
chf3,chick,עוף עם תפוח ועלי דפנה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
chf3,chick,עוף עם תפוח ועלי דפנה,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
chf5,chick,עוף עם חמוציות,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
chf5,chick,עוף עם חמוציות,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
holf1,hol,תבשיל דבש וגזר לראש השנה,medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מבשלים גזר. מסננים."""
holf2,hol,סמבוסק גבינה לחינה,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מטגנים עד זהוב."""
holf4,hol,פסח מרוקאי — שולחן,medium,short_step,steps[1],"שלב 1 קצר מאוד (13 תווים): ""מכינים חרוסת."""
holf4,hol,פסח מרוקאי — שולחן,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מבשלים ביצים קשות."""
holf5,hol,שולחן מימונה שלם,medium,short_step,steps[1],"שלב 1 קצר מאוד (15 תווים): ""מכינים מופלטות."""
holf5,hol,שולחן מימונה שלם,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מסדרים שולחן."""
def1,des,ריבת אפרסק,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""שמים הכל בסיר."""
def1,des,ריבת אפרסק,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
def3,des,כרוב בסוכר — Sfuf,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 170°."""
def3,des,כרוב בסוכר — Sfuf,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מערבבים הכל לבלילה."""
def4,des,עוגת מי ורדים,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 170°."""
def4,des,עוגת מי ורדים,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""אופים 35 דקות."""
def5,des,לחם מתוק לשבת,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""תפיחה 45 דקות."""
spf2,span,פוטאז׳ — מרק עם ירקות ספרדי,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
spf3,span,טורוביאה — שכבות בצק ובשר,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מכינים מילוי."""
spf4,span,ח׳וביאס — שעועית עם עשב,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""מבשלים שעועית."""
spf5,span,קרֶפּ ספרדי-מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""מנוחה 15 דקות."""
add1,soups,מרק שומשום מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מוסיפים כמון ומים."""
add2,soups,מרק פרא — ירוק הר האטלס,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מוסיפים ירקות ומים."""
add3,soups,מרק שעועית לבנה ועגבנייה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים שום."""
add3,soups,מרק שעועית לבנה ועגבנייה,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 20 דקות."""
add4,soups,מרק צלי עם שומר,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
add4,soups,מרק צלי עם שומר,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
add7,veg,פלפלים ממולאים בגבינה,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""ממלאים פלפלים."""
add9,fish,בקלה עם תפוחי אדמה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""שורים בקלה."""
add10,fish,דג מרינרה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מטגנים שום."""
add10,fish,דג מרינרה,medium,short_step,steps[3],"שלב 3 קצר מאוד (10 תווים): ""מניחים דג."""
add11,meat,קציצות עם פול,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""מכינים קציצות."""
add12,meat,כבש עם שעועית לבנה,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
add13,chick,עוף עם קציצות,medium,short_step,steps[2],"שלב 2 קצר מאוד (11 תווים): ""צורבים עוף."""
add15,hol,עוף עם שבעה ירקות,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
add15,hol,עוף עם שבעה ירקות,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 50 דקות."""
add16,hol,טאג׳ין עוף ולימון כבוש,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
add16,hol,טאג׳ין עוף ולימון כבוש,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
add17,des,ריבת שזיפים ואגוז,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
add18,des,ח׳ריבה בחמאה,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 160°."""
add18,des,ח׳ריבה בחמאה,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
add18,des,ח׳ריבה בחמאה,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""יוצרים כדורים."""
add18,des,ח׳ריבה בחמאה,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""אופים 18 דקות."""
add19,des,עוגיות מקרון שקדים,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 160°."""
add19,des,עוגיות מקרון שקדים,medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""אופים 15 דקות."""
add22,salads,סלט תפוז וזיתים,medium,short_step,steps[1],"שלב 1 קצר מאוד (18 תווים): ""מסדרים תפוז בצלחת."""
add23,veg,תרד עם אגוזי מלך,medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""מוסיפים לימון."""
